Year,Cause Name,State,Deaths
2014,Cancer,Delaware,1972
2014,Cancer,District of Columbia,1116
2014,Cancer,Florida,43212
2014,Cancer,Georgia,16684
2014,Cancer,Hawaii,2493
2014,Cancer,Idaho,2795
2014,Cancer,Illinois,24501
2014,Cancer,Indiana,13519
2014,Cancer,Iowa,6504
2014,Cancer,Kansas,5587
2014,Cancer,Kentucky,10263
2014,Cancer,Louisiana,9455
2014,Cancer,Maine,3209
2014,Cancer,Maryland,10759
2014,Cancer,Massachusetts,12787
2014,Cancer,Michigan,21169
2014,Cancer,Minnesota,9649
2014,Cancer,Mississippi,6534
2014,Cancer,Missouri,13067
2014,Cancer,Montana,2066
2014,Cancer,Nebraska,3459
2014,Cancer,Nevada,5015
2014,Cancer,New Hampshire,2698
2014,Cancer,New Jersey,16591
2014,Cancer,New Mexico,3478
2014,Cancer,New York,35392
2014,Cancer,North Carolina,19342
2014,Cancer,North Dakota,1304
2014,Cancer,Ohio,25433
2014,Cancer,Oklahoma,7934
2014,Cancer,Oregon,7863
2014,Cancer,Pennsylvania,28692
2014,Cancer,Rhode Island,2242
2014,Cancer,South Carolina,9930
2014,Cancer,South Dakota,1698
2014,Cancer,Tennessee,14173
2014,Cancer,Texas,38847
2014,Cancer,United States,591700
2014,Cancer,Utah,3043
2014,Cancer,Vermont,1379
2014,Cancer,Virginia,14749
2014,Cancer,Washington,12205
2014,Cancer,West Virginia,4880
2014,Cancer,Wisconsin,11393
2014,Cancer,Wyoming,922
2014,Kidney disease,Alabama,1011
2014,Kidney disease,Alaska,45
2014,Kidney disease,Arizona,325
2014,Kidney disease,Arkansas,672
2014,Kidney disease,California,3119
2014,Kidney disease,Colorado,448
2014,Kidney disease,Connecticut,605
2014,Kidney disease,Delaware,173
2014,Kidney disease,District of Columbia,49
2014,Kidney disease,Florida,3076
2014,Kidney disease,Georgia,1742
2014,Kidney disease,Hawaii,220
2014,Kidney disease,Idaho,137
2014,Kidney disease,Illinois,2517
2014,Kidney disease,Indiana,1392
2014,Kidney disease,Iowa,313
2014,Kidney disease,Kansas,569
2014,Kidney disease,Kentucky,968
2014,Kidney disease,Louisiana,1217
2014,Kidney disease,Maine,223
2014,Kidney disease,Maryland,751
2014,Kidney disease,Massachusetts,1228
2014,Kidney disease,Michigan,1853
2014,Kidney disease,Minnesota,676
2014,Kidney disease,Mississippi,701
2014,Kidney disease,Missouri,1452
2014,Kidney disease,Montana,125
2014,Kidney disease,Nebraska,265
2014,Kidney disease,Nevada,365
2014,Kidney disease,New Hampshire,167
2014,Kidney disease,New Jersey,1502
2014,Kidney disease,New Mexico,267
2014,Kidney disease,New York,2207
2014,Kidney disease,North Carolina,1791
2014,Kidney disease,North Dakota,104
2014,Kidney disease,Ohio,2002
2014,Kidney disease,Oklahoma,604
2014,Kidney disease,Oregon,378
2014,Kidney disease,Pennsylvania,2798
2014,Kidney disease,Rhode Island,135
2014,Kidney disease,South Carolina,837
2014,Kidney disease,South Dakota,72
2014,Kidney disease,Tennessee,1036
2014,Kidney disease,Texas,4008
2014,Kidney disease,United States,48146
2014,Kidney disease,Utah,393
2014,Kidney disease,Vermont,37
2014,Kidney disease,Virginia,1553
2014,Kidney disease,Washington,481
2014,Kidney disease,West Virginia,479
2014,Kidney disease,Wisconsin,980
2014,Kidney disease,Wyoming,78
2013,Unintentional injuries,Alabama,2329
2013,Unintentional injuries,Alaska,353
2013,Unintentional injuries,Arizona,3349
2013,Unintentional injuries,Arkansas,1373
2013,Unintentional injuries,California,11538
2013,Unintentional injuries,Colorado,2422
2013,Unintentional injuries,Connecticut,1582
2013,Unintentional injuries,Delaware,412
2013,Unintentional injuries,District of Columbia,216
2013,Unintentional injuries,Florida,8736
2013,Unintentional injuries,Georgia,3727
2013,Unintentional injuries,Hawaii,467
2013,Unintentional injuries,Idaho,776
2013,Unintentional injuries,Illinois,4511
2013,Unintentional injuries,Indiana,2898
2013,Unintentional injuries,Iowa,1422
2013,Unintentional injuries,Kansas,1359
2013,Unintentional injuries,Kentucky,2513
2013,Unintentional injuries,Louisiana,2333
2013,Unintentional injuries,Maine,644
2013,Unintentional injuries,Maryland,1732
2013,Unintentional injuries,Massachusetts,2393
2013,Unintentional injuries,Michigan,4225
2013,Unintentional injuries,Minnesota,2405
2013,Unintentional injuries,Mississippi,1692
2013,Unintentional injuries,Missouri,2981
2013,Unintentional injuries,Montana,623
2013,Unintentional injuries,Nebraska,703
2013,Unintentional injuries,Nevada,1184
2013,Unintentional injuries,New Hampshire,619
2013,Unintentional injuries,New Jersey,3028
2013,Unintentional injuries,New Mexico,1245
2013,Unintentional injuries,New York,5927
2013,Unintentional injuries,North Carolina,4324
2013,Unintentional injuries,North Dakota,326
2013,Unintentional injuries,Ohio,5497
2013,Unintentional injuries,Oklahoma,2474
2013,Unintentional injuries,Oregon,1755
2013,Unintentional injuries,Pennsylvania,6359
2013,Unintentional injuries,Rhode Island,537
2013,Unintentional injuries,South Carolina,2287
2013,Unintentional injuries,South Dakota,425
2013,Unintentional injuries,Tennessee,3540
2013,Unintentional injuries,Texas,9395
2013,Unintentional injuries,United States,130557
2013,Unintentional injuries,Utah,1103
2013,Unintentional injuries,Vermont,352
2013,Unintentional injuries,Virginia,2951
2013,Unintentional injuries,Washington,2826
2013,Unintentional injuries,West Virginia,1395
2013,Unintentional injuries,Wisconsin,2969
2013,Unintentional injuries,Wyoming,325
2013,All causes,Alabama,50189
2013,All causes,Alaska,3997
2013,All causes,Arizona,50534
2013,All causes,Arkansas,30437
2013,All causes,California,248359
2013,All causes,Colorado,33712
2013,All causes,Connecticut,29632
2013,All causes,Delaware,7967
2013,All causes,District of Columbia,4719
2013,All causes,Florida,181112
2013,All causes,Georgia,75088
2013,All causes,Hawaii,10505
2013,All causes,Idaho,12434
2013,All causes,Illinois,103401
2013,All causes,Indiana,60716
2013,All causes,Iowa,28948
2013,All causes,Kansas,25414
2013,All causes,Kentucky,43759
2013,All causes,Louisiana,43270
2013,All causes,Maine,13547
2013,All causes,Maryland,45689
2013,All causes,Massachusetts,54567
2013,All causes,Michigan,92408
2013,All causes,Minnesota,40987
2013,All causes,Mississippi,30703
2013,All causes,Missouri,57444
2013,All causes,Montana,9511
2013,All causes,Nebraska,15754
2013,All causes,Nevada,21468
2013,All causes,New Hampshire,10897
2013,All causes,New Jersey,71403
2013,All causes,New Mexico,16805
2013,All causes,New York,150919
2013,All causes,North Carolina,83329
2013,All causes,North Dakota,6233
2013,All causes,Ohio,113258
2013,All causes,Oklahoma,38384
2013,All causes,Oregon,33939
2013,All causes,Pennsylvania,129123
2013,All causes,Rhode Island,9792
2013,All causes,South Carolina,44582
2013,All causes,South Dakota,7099
2013,All causes,Tennessee,63406
2013,All causes,Texas,179183
2013,All causes,United States,2596993
2013,All causes,Utah,16366
2013,All causes,Vermont,5639
2013,All causes,Virginia,62716
2013,All causes,Washington,51264
2013,All causes,West Virginia,21843
2013,All causes,Wisconsin,50026
2013,All causes,Wyoming,4516
2013,Alzheimer's disease,Alabama,1398
2013,Alzheimer's disease,Alaska,72
2013,Alzheimer's disease,Arizona,2383
2013,Alzheimer's disease,Arkansas,918
2013,Alzheimer's disease,California,11891
2013,Alzheimer's disease,Colorado,1316
2013,Alzheimer's disease,Connecticut,824
2013,Alzheimer's disease,Delaware,192
2013,Alzheimer's disease,District of Columbia,130
2013,Alzheimer's disease,Florida,5093
2013,Alzheimer's disease,Georgia,2048
2013,Alzheimer's disease,Hawaii,260
2013,Alzheimer's disease,Idaho,347
2013,Alzheimer's disease,Illinois,2919
2013,Alzheimer's disease,Indiana,2104
2013,Alzheimer's disease,Iowa,1252
2013,Alzheimer's disease,Kansas,742
2013,Alzheimer's disease,Kentucky,1462
2013,Alzheimer's disease,Louisiana,1505
2013,Alzheimer's disease,Maine,401
2013,Alzheimer's disease,Maryland,919
2013,Alzheimer's disease,Massachusetts,1699
2013,Alzheimer's disease,Michigan,3220
2013,Alzheimer's disease,Minnesota,1427
2013,Alzheimer's disease,Mississippi,925
2013,Alzheimer's disease,Missouri,2026
2013,Alzheimer's disease,Montana,267
2013,Alzheimer's disease,Nebraska,557
2013,Alzheimer's disease,Nevada,448
2013,Alzheimer's disease,New Hampshire,351
2013,Alzheimer's disease,New Jersey,1812
2013,Alzheimer's disease,New Mexico,339
2013,Alzheimer's disease,New York,2556
2013,Alzheimer's disease,North Carolina,2872
2013,Alzheimer's disease,North Dakota,363
2013,Alzheimer's disease,Ohio,3798
2013,Alzheimer's disease,Oklahoma,1145
2013,Alzheimer's disease,Oregon,1312
2007,All causes,South Carolina,39439
2013,Alzheimer's disease,Pennsylvania,3271
2013,Alzheimer's disease,Rhode Island,346
2013,Alzheimer's disease,South Carolina,1623
2013,Alzheimer's disease,South Dakota,418
2013,Alzheimer's disease,Tennessee,2536
2013,Alzheimer's disease,Texas,5293
2013,Alzheimer's disease,United States,84767
2013,Alzheimer's disease,Utah,412
2013,Alzheimer's disease,Vermont,269
2013,Alzheimer's disease,Virginia,1642
2013,Alzheimer's disease,Washington,3277
2013,Alzheimer's disease,West Virginia,590
2013,Alzheimer's disease,Wisconsin,1671
2013,Alzheimer's disease,Wyoming,126
2013,Stroke,Alabama,2604
2013,Stroke,Alaska,189
2013,Stroke,Arizona,2162
2013,Stroke,Arkansas,1637
2013,Stroke,California,13698
2013,Stroke,Colorado,1588
2013,Stroke,Connecticut,1348
2013,Stroke,Delaware,409
2013,Stroke,District of Columbia,187
2013,Stroke,Florida,8698
2013,Stroke,Georgia,3694
2013,Stroke,Hawaii,634
2013,Stroke,Idaho,598
2013,Stroke,Illinois,5294
2013,Stroke,Indiana,2996
2013,Stroke,Iowa,1409
2013,Stroke,Kansas,1320
2013,Stroke,Kentucky,1990
2013,Stroke,Louisiana,2098
2013,Stroke,Maine,620
2013,Stroke,Maryland,2315
2013,Stroke,Massachusetts,2354
2013,Stroke,Michigan,4373
2013,Stroke,Minnesota,2073
2013,Stroke,Mississippi,1500
2013,Stroke,Missouri,2935
2013,Stroke,Montana,480
2013,Stroke,Nebraska,820
2013,Stroke,Nevada,905
2013,Stroke,New Hampshire,441
2013,Stroke,New Jersey,3456
2013,Stroke,New Mexico,689
2013,Stroke,New York,6176
2013,Stroke,North Carolina,4503
2013,Stroke,North Dakota,306
2013,Stroke,Ohio,5690
2013,Stroke,Oklahoma,1880
2013,Stroke,Oregon,1775
2013,Stroke,Pennsylvania,6604
2013,Stroke,Rhode Island,397
2013,Stroke,South Carolina,2508
2013,Stroke,South Dakota,418
2013,Stroke,Tennessee,3157
2013,Stroke,Texas,9283
2013,Stroke,United States,128978
2013,Stroke,Utah,836
2013,Stroke,Vermont,260
2013,Stroke,Virginia,3287
2013,Stroke,Washington,2652
2013,Stroke,West Virginia,983
2013,Stroke,Wisconsin,2536
2013,Stroke,Wyoming,213
2013,CLRD,Alabama,3043
2013,CLRD,Alaska,197
2013,CLRD,Arizona,3345
2013,CLRD,Arkansas,2090
2013,CLRD,California,13598
2013,CLRD,Colorado,2297
2013,CLRD,Connecticut,1348
2013,CLRD,Delaware,482
2013,CLRD,District of Columbia,150
2013,CLRD,Florida,11379
2013,CLRD,Georgia,4172
2013,CLRD,Hawaii,279
2013,CLRD,Idaho,808
2013,CLRD,Illinois,5532
2013,CLRD,Indiana,4266
2013,CLRD,Iowa,1892
2013,CLRD,Kansas,1673
2013,CLRD,Kentucky,3187
2013,CLRD,Louisiana,2274
2013,CLRD,Maine,902
2013,CLRD,Maryland,2051
2013,CLRD,Massachusetts,2572
2013,CLRD,Michigan,5539
2013,CLRD,Minnesota,2287
2013,CLRD,Mississippi,1755
2013,CLRD,Missouri,3798
2013,CLRD,Montana,647
2013,CLRD,Nebraska,1032
2013,CLRD,Nevada,1482
2013,CLRD,New Hampshire,668
2013,CLRD,New Jersey,3245
2013,CLRD,New Mexico,1052
2013,CLRD,New York,7110
2013,CLRD,North Carolina,4987
2013,CLRD,North Dakota,331
2013,CLRD,Ohio,7007
2013,CLRD,Oklahoma,2680
2013,CLRD,Oregon,2029
2013,CLRD,Pennsylvania,6716
2013,CLRD,Rhode Island,476
2013,CLRD,South Carolina,2756
2013,CLRD,South Dakota,416
2013,CLRD,Tennessee,3904
2013,CLRD,Texas,9800
2013,CLRD,United States,149205
2013,CLRD,Utah,718
2013,CLRD,Vermont,353
2013,CLRD,Virginia,3181
2013,CLRD,Washington,2933
2013,CLRD,West Virginia,1590
2013,CLRD,Wisconsin,2789
2013,CLRD,Wyoming,387
2013,Diabetes,Alabama,1349
2013,Diabetes,Alaska,112
2013,Diabetes,Arizona,1786
2013,Diabetes,Arkansas,835
2013,Diabetes,California,8057
2013,Diabetes,Colorado,788
2013,Diabetes,Connecticut,664
2013,Diabetes,Delaware,218
2013,Diabetes,District of Columbia,108
2013,Diabetes,Florida,5238
2013,Diabetes,Georgia,2199
2013,Diabetes,Hawaii,271
2013,Diabetes,Idaho,404
2013,Diabetes,Illinois,2798
2013,Diabetes,Indiana,1943
2013,Diabetes,Iowa,747
2013,Diabetes,Kansas,654
2013,Diabetes,Kentucky,1187
2013,Diabetes,Louisiana,1329
2013,Diabetes,Maine,373
2013,Diabetes,Maryland,1249
2013,Diabetes,Massachusetts,1142
2013,Diabetes,Michigan,2825
2013,Diabetes,Minnesota,1163
2013,Diabetes,Mississippi,1071
2013,Diabetes,Missouri,1477
2013,Diabetes,Montana,250
2013,Diabetes,Nebraska,471
2013,Diabetes,Nevada,424
2013,Diabetes,New Hampshire,310
2013,Diabetes,New Jersey,2043
2013,Diabetes,New Mexico,646
2013,Diabetes,New York,4094
2013,Diabetes,North Carolina,2402
2013,Diabetes,North Dakota,197
2013,Diabetes,Ohio,3563
2013,Diabetes,Oklahoma,1269
2013,Diabetes,Oregon,1109
2013,Diabetes,Pennsylvania,3804
2013,Diabetes,Rhode Island,258
2013,Diabetes,South Carolina,1240
2013,Diabetes,South Dakota,237
2013,Diabetes,Tennessee,1827
2013,Diabetes,Texas,5273
2013,Diabetes,United States,75578
2013,Diabetes,Utah,578
2013,Diabetes,Vermont,139
2013,Diabetes,Virginia,1626
2013,Diabetes,Washington,1616
2013,Diabetes,West Virginia,841
2013,Diabetes,Wisconsin,1285
2013,Diabetes,Wyoming,89
2013,Heart disease,Alabama,12472
2013,Heart disease,Alaska,706
2013,Heart disease,Arizona,10755
2013,Heart disease,Arkansas,7377
2013,Heart disease,California,60299
2013,Heart disease,Colorado,6456
2013,Heart disease,Connecticut,7090
2013,Heart disease,Delaware,1861
2013,Heart disease,District of Columbia,1340
2013,Heart disease,Florida,42656
2007,All causes,South Dakota,6826
2013,Heart disease,Georgia,16550
2013,Heart disease,Hawaii,2521
2013,Heart disease,Idaho,2495
2013,Heart disease,Illinois,24839
2013,Heart disease,Indiana,13773
2013,Heart disease,Iowa,6995
2013,Heart disease,Kansas,5364
2013,Heart disease,Kentucky,9971
2013,Heart disease,Louisiana,10346
2013,Heart disease,Maine,2807
2013,Heart disease,Maryland,11244
2013,Heart disease,Massachusetts,12023
2013,Heart disease,Michigan,24156
2013,Heart disease,Minnesota,7714
2013,Heart disease,Mississippi,7715
2013,Heart disease,Missouri,14095
2013,Heart disease,Montana,2004
2013,Heart disease,Nebraska,3381
2013,Heart disease,Nevada,5434
2013,Heart disease,New Hampshire,2434
2013,Heart disease,New Jersey,18460
2013,Heart disease,New Mexico,3425
2013,Heart disease,New York,44039
2013,Heart disease,North Carolina,17830
2013,Heart disease,North Dakota,1382
2013,Heart disease,Ohio,26878
2013,Heart disease,Oklahoma,9721
2013,Heart disease,Oregon,6523
2013,Heart disease,Pennsylvania,31629
2013,Heart disease,Rhode Island,2364
2013,Heart disease,South Carolina,9648
2013,Heart disease,South Dakota,1630
2013,Heart disease,Tennessee,14803
2013,Heart disease,Texas,40203
2013,Heart disease,United States,611105
2013,Heart disease,Utah,3323
2013,Heart disease,Vermont,1220
2013,Heart disease,Virginia,13663
2013,Heart disease,Washington,10524
2013,Heart disease,West Virginia,4666
2013,Heart disease,Wisconsin,11362
2013,Heart disease,Wyoming,939
2013,Influenza and pneumonia,Alabama,1035
2013,Influenza and pneumonia,Alaska,66
2013,Influenza and pneumonia,Arizona,776
2013,Influenza and pneumonia,Arkansas,794
2013,Influenza and pneumonia,California,6551
2013,Influenza and pneumonia,Colorado,606
2013,Influenza and pneumonia,Connecticut,604
2013,Influenza and pneumonia,Delaware,150
2013,Influenza and pneumonia,District of Columbia,83
2013,Influenza and pneumonia,Florida,2662
2013,Influenza and pneumonia,Georgia,1494
2013,Influenza and pneumonia,Hawaii,457
2013,Influenza and pneumonia,Idaho,259
2013,Influenza and pneumonia,Illinois,2441
2013,Influenza and pneumonia,Indiana,1132
2013,Influenza and pneumonia,Iowa,761
2013,Influenza and pneumonia,Kansas,715
2013,Influenza and pneumonia,Kentucky,919
2013,Influenza and pneumonia,Louisiana,892
2013,Influenza and pneumonia,Maine,258
2013,Influenza and pneumonia,Maryland,1103
2013,Influenza and pneumonia,Massachusetts,1551
2013,Influenza and pneumonia,Michigan,1896
2013,Influenza and pneumonia,Minnesota,751
2013,Influenza and pneumonia,Mississippi,769
2013,Influenza and pneumonia,Missouri,1352
2013,Influenza and pneumonia,Montana,210
2013,Influenza and pneumonia,Nebraska,343
2013,Influenza and pneumonia,Nevada,513
2013,Influenza and pneumonia,New Hampshire,226
2013,Influenza and pneumonia,New Jersey,1356
2013,Influenza and pneumonia,New Mexico,337
2013,Influenza and pneumonia,New York,4892
2013,Influenza and pneumonia,North Carolina,1931
2013,Influenza and pneumonia,North Dakota,134
2013,Influenza and pneumonia,Ohio,2374
2013,Influenza and pneumonia,Oklahoma,759
2013,Influenza and pneumonia,Oregon,496
2013,Influenza and pneumonia,Pennsylvania,2884
2013,Influenza and pneumonia,Rhode Island,195
2013,Influenza and pneumonia,South Carolina,747
2013,Influenza and pneumonia,South Dakota,184
2013,Influenza and pneumonia,Tennessee,1564
2013,Influenza and pneumonia,Texas,3339
2013,Influenza and pneumonia,United States,56979
2013,Influenza and pneumonia,Utah,413
2013,Influenza and pneumonia,Vermont,77
2013,Influenza and pneumonia,Virginia,1442
2013,Influenza and pneumonia,Washington,768
2013,Influenza and pneumonia,West Virginia,481
2013,Influenza and pneumonia,Wisconsin,1125
2013,Influenza and pneumonia,Wyoming,112
2013,Suicide,Alabama,721
2013,Suicide,Alaska,171
2013,Suicide,Arizona,1163
2013,Suicide,Arkansas,516
2013,Suicide,California,4025
2013,Suicide,Colorado,1007
2013,Suicide,Connecticut,330
2013,Suicide,Delaware,122
2013,Suicide,District of Columbia,38
2013,Suicide,Florida,2928
2013,Suicide,Georgia,1212
2013,Suicide,Hawaii,171
2013,Suicide,Idaho,308
2013,Suicide,Illinois,1321
2013,Suicide,Indiana,944
2013,Suicide,Iowa,447
2013,Suicide,Kansas,425
2013,Suicide,Kentucky,701
2013,Suicide,Louisiana,583
2013,Suicide,Maine,245
2013,Suicide,Maryland,569
2013,Suicide,Massachusetts,572
2013,Suicide,Michigan,1295
2013,Suicide,Minnesota,678
2013,Suicide,Mississippi,388
2013,Suicide,Missouri,960
2013,Suicide,Montana,243
2013,Suicide,Nebraska,220
2013,Suicide,Nevada,541
2013,Suicide,New Hampshire,185
2013,Suicide,New Jersey,757
2013,Suicide,New Mexico,431
2013,Suicide,New York,1687
2013,Suicide,North Carolina,1284
2013,Suicide,North Dakota,128
2013,Suicide,Ohio,1526
2013,Suicide,Oklahoma,665
2013,Suicide,Oregon,698
2013,Suicide,Pennsylvania,1788
2013,Suicide,Rhode Island,132
2013,Suicide,South Carolina,696
2013,Suicide,South Dakota,147
2013,Suicide,Tennessee,1030
2013,Suicide,Texas,3059
2013,Suicide,United States,41149
2013,Suicide,Utah,579
2013,Suicide,Vermont,112
2013,Suicide,Virginia,1072
2013,Suicide,Washington,1027
2013,Suicide,West Virginia,323
2013,Suicide,Wisconsin,850
2013,Suicide,Wyoming,129
2013,Cancer,Alabama,10328
2013,Cancer,Alaska,1016
2013,Cancer,Arizona,11347
2013,Cancer,Arkansas,6688
2013,Cancer,California,57714
2013,Cancer,Colorado,7357
2013,Cancer,Connecticut,6619
2013,Cancer,Delaware,1905
2013,Cancer,District of Columbia,1095
2013,Cancer,Florida,42735
2013,Cancer,Georgia,16417
2013,Cancer,Hawaii,2332
2013,Cancer,Idaho,2707
2013,Cancer,Illinois,24491
2013,Cancer,Indiana,13258
2013,Cancer,Iowa,6509
2013,Cancer,Kansas,5379
2013,Cancer,Kentucky,10085
2013,Cancer,Louisiana,9419
2013,Cancer,Maine,3227
2013,Cancer,Maryland,10609
2013,Cancer,Massachusetts,12858
2013,Cancer,Michigan,20367
2013,Cancer,Minnesota,9601
2013,Cancer,Mississippi,6527
2013,Cancer,Missouri,12955
2013,Cancer,Montana,1997
2013,Cancer,Nebraska,3459
2013,Cancer,Nevada,4817
2013,Cancer,New Hampshire,2584
2013,Cancer,New Jersey,16315
2013,Cancer,New Mexico,3482
2013,Cancer,New York,35738
2013,Cancer,North Carolina,18589
2013,Cancer,North Dakota,1286
2013,Cancer,Ohio,24986
2013,Cancer,Oklahoma,8039
2013,Cancer,Oregon,7799
2013,Cancer,Pennsylvania,28512
2013,Cancer,Rhode Island,2326
2013,Cancer,South Carolina,9745
2013,Cancer,South Dakota,1577
2013,Cancer,Tennessee,13953
2013,Cancer,Texas,38412
2013,Cancer,United States,584881
2013,Cancer,Utah,2971
2013,Cancer,Vermont,1318
2013,Cancer,Virginia,14414
2013,Cancer,Washington,11928
2013,Cancer,West Virginia,4718
2013,Cancer,Wisconsin,11425
2013,Cancer,Wyoming,946
2013,Kidney disease,Alabama,1057
2013,Kidney disease,Alaska,49
2013,Kidney disease,Arizona,374
2013,Kidney disease,Arkansas,762
2013,Kidney disease,California,2840
2013,Kidney disease,Colorado,450
2013,Kidney disease,Connecticut,565
2013,Kidney disease,Delaware,178
2013,Kidney disease,District of Columbia,54
2013,Kidney disease,Florida,3130
2013,Kidney disease,Georgia,1652
2013,Kidney disease,Hawaii,209
2013,Kidney disease,Idaho,148
2013,Kidney disease,Illinois,2444
2013,Kidney disease,Indiana,1352
2013,Kidney disease,Iowa,369
2013,Kidney disease,Kansas,594
2013,Kidney disease,Kentucky,991
2013,Kidney disease,Louisiana,1108
2013,Kidney disease,Maine,252
2013,Kidney disease,Maryland,737
2013,Kidney disease,Massachusetts,1261
2013,Kidney disease,Michigan,1660
2013,Kidney disease,Minnesota,653
2013,Kidney disease,Mississippi,731
2013,Kidney disease,Missouri,1305
2013,Kidney disease,Montana,130
2013,Kidney disease,Nebraska,222
2013,Kidney disease,Nevada,370
2013,Kidney disease,New Hampshire,175
2013,Kidney disease,New Jersey,1400
2013,Kidney disease,New Mexico,302
2013,Kidney disease,New York,2285
2013,Kidney disease,North Carolina,1780
2013,Kidney disease,North Dakota,117
2013,Kidney disease,Ohio,1985
2013,Kidney disease,Oklahoma,606
2013,Kidney disease,Oregon,327
2013,Kidney disease,Pennsylvania,2767
2013,Kidney disease,Rhode Island,149
2013,Kidney disease,South Carolina,869
2013,Kidney disease,South Dakota,64
2013,Kidney disease,Tennessee,1068
2013,Kidney disease,Texas,3722
2013,Kidney disease,United States,47112
2013,Kidney disease,Utah,312
2013,Kidney disease,Vermont,30
2013,Kidney disease,Virginia,1547
2013,Kidney disease,Washington,461
2013,Kidney disease,West Virginia,450
2013,Kidney disease,Wisconsin,993
2013,Kidney disease,Wyoming,56
2012,Unintentional injuries,Alabama,2283
2012,Unintentional injuries,Alaska,368
2012,Unintentional injuries,Arizona,3029
2012,Unintentional injuries,Arkansas,1521
2012,Unintentional injuries,California,10906
2012,Unintentional injuries,Colorado,2403
2012,Unintentional injuries,Connecticut,1392
2012,Unintentional injuries,Delaware,374
2012,Unintentional injuries,District of Columbia,194
2012,Unintentional injuries,Florida,8770
2012,Unintentional injuries,Georgia,3731
2012,Unintentional injuries,Hawaii,458
2012,Unintentional injuries,Idaho,699
2012,Unintentional injuries,Illinois,4488
2012,Unintentional injuries,Indiana,2776
2012,Unintentional injuries,Iowa,1369
2012,Unintentional injuries,Kansas,1319
2012,Unintentional injuries,Kentucky,2741
2012,Unintentional injuries,Louisiana,2362
2012,Unintentional injuries,Maine,602
2012,Unintentional injuries,Maryland,1696
2012,Unintentional injuries,Massachusetts,2195
2012,Unintentional injuries,Michigan,3805
2012,Unintentional injuries,Minnesota,2301
2012,Unintentional injuries,Mississippi,1627
2012,Unintentional injuries,Missouri,3002
2012,Unintentional injuries,Montana,572
2012,Unintentional injuries,Nebraska,792
2012,Unintentional injuries,Nevada,1177
2012,Unintentional injuries,New Hampshire,573
2012,Unintentional injuries,New Jersey,2990
2012,Unintentional injuries,New Mexico,1351
2012,Unintentional injuries,New York,5786
2012,Unintentional injuries,North Carolina,4281
2012,Unintentional injuries,North Dakota,318
2012,Unintentional injuries,Ohio,5420
2012,Unintentional injuries,Oklahoma,2388
2012,Unintentional injuries,Oregon,1709
2012,Unintentional injuries,Pennsylvania,6334
2012,Unintentional injuries,Rhode Island,525
2012,Unintentional injuries,South Carolina,2336
2012,Unintentional injuries,South Dakota,426
2012,Unintentional injuries,Tennessee,3513
2012,Unintentional injuries,Texas,9313
2012,Unintentional injuries,United States,127792
2012,Unintentional injuries,Utah,1097
2012,Unintentional injuries,Vermont,333
2012,Unintentional injuries,Virginia,2883
2012,Unintentional injuries,Washington,2760
2012,Unintentional injuries,West Virginia,1371
2012,Unintentional injuries,Wisconsin,2825
2012,Unintentional injuries,Wyoming,308
2012,All causes,Alabama,49301
2012,All causes,Alaska,3912
2012,All causes,Arizona,49549
2012,All causes,Arkansas,30117
2012,All causes,California,242554
2012,All causes,Colorado,33133
2012,All causes,Connecticut,29316
2012,All causes,Delaware,7875
2012,All causes,District of Columbia,4650
2012,All causes,Florida,177291
2012,All causes,Georgia,72847
2012,All causes,Hawaii,10274
2012,All causes,Idaho,11998
2012,All causes,Illinois,102433
2012,All causes,Indiana,59332
2012,All causes,Iowa,28389
2012,All causes,Kansas,25145
2012,All causes,Kentucky,43664
2012,All causes,Louisiana,42320
2012,All causes,Maine,12870
2012,All causes,Maryland,44477
2012,All causes,Massachusetts,53177
2012,All causes,Michigan,89901
2012,All causes,Minnesota,40016
2012,All causes,Mississippi,29544
2012,All causes,Missouri,56094
2012,All causes,Montana,8976
2012,All causes,Nebraska,15659
2012,All causes,Nevada,20785
2012,All causes,New Hampshire,10730
2012,All causes,New Jersey,70534
2012,All causes,New Mexico,16710
2012,All causes,New York,148991
2012,All causes,North Carolina,81925
2012,All causes,North Dakota,6038
2012,All causes,Ohio,112498
2012,All causes,Oklahoma,36870
2012,All causes,Oregon,32759
2012,All causes,Pennsylvania,126981
2012,All causes,Rhode Island,9354
2012,All causes,South Carolina,43198
2012,All causes,South Dakota,7333
2012,All causes,Tennessee,61956
2012,All causes,Texas,174187
2012,All causes,United States,2543279
2012,All causes,Utah,15676
2012,All causes,Vermont,5491
2012,All causes,Virginia,61564
2012,All causes,Washington,50105
2012,All causes,West Virginia,21915
2012,All causes,Wisconsin,48384
2012,All causes,Wyoming,4481
2012,Alzheimer's disease,Alabama,1390
2012,Alzheimer's disease,Alaska,102
2012,Alzheimer's disease,Arizona,2160
2012,Alzheimer's disease,Arkansas,931
2012,Alzheimer's disease,California,11649
2012,Alzheimer's disease,Colorado,1322
2012,Alzheimer's disease,Connecticut,842
2012,Alzheimer's disease,Delaware,213
2012,Alzheimer's disease,District of Columbia,129
2012,Alzheimer's disease,Florida,4422
2012,Alzheimer's disease,Georgia,2074
2012,Alzheimer's disease,Hawaii,249
2012,Alzheimer's disease,Idaho,354
2012,Alzheimer's disease,Illinois,2865
2012,Alzheimer's disease,Indiana,2038
2012,Alzheimer's disease,Iowa,1336
